"id","description","image_link","link","title","price","brand","custom_label_0","availability","condition","additional_image_link","google_product_category"
"45569","Одним из первых изделий мейсенской мануфактуры стал, теперь уже известный на весь мир, «Луковый сервиз». Официальная дата запуска его в производство – 1739 год, но на самой мануфактуре рассказывают, что есть гораздо более ранние свидетельства о его продаже.
В те времена фарфора в Европе еще не было, и все, что могли делать первопроходцы – копировать драгоценные китайские образцы. Расписывался сервиз вручную, сложным подглазурным методом, по примеру восточных изделий. Рисунок же повторял китайские шинуазри с изображениями трех священных восточных фруктов - инжира, граната и цитрона, как символов изобилия, а также бамбука и лотоса, как символов мужского и женского начал. 
Европейцы тех давних времен приняли неизвестные им фрукты за луковицы, так и появилось название «Луковый сервиз». А лотос и бамбук, со временем, в рисунках европейцев стали больше похожи в ветку дерева и цветок хризантемы. 
Тем не менее, и сегодня Мейсенский луковичный декор содержит в себе множество знаков, которые могут развлечь в попытках их разгадать.
Для популярного сервиза на мануфактуре разработали особую форму, которая стала называться «новый вырез».
Узор сервиза был и остается одним из наиболее часто копируемых в мире.","https://empirehall.com.ua/image/cache/catalog/products/800101-00582-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/chaepitie/chajnie-chashki-s-blyudtsem/chajnaya-chashka-s-blyudtsem-lukovij-dekor-v-0-2-l","Чайная чашка с блюдцем 'New Cutout Onion Pattern', V 0,2 л","8120 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/800101-00582-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/800101-00582-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/800101-00582-1_3-600x600.jpg",""
"45570","Одним из первых изделий мейсенской мануфактуры стал, теперь уже известный на весь мир, «Луковый сервиз». Официальная дата запуска его в производство – 1739 год, но на самой мануфактуре рассказывают, что есть гораздо более ранние свидетельства о его продаже.
В те времена фарфора в Европе еще не было, и все, что могли делать первопроходцы – копировать драгоценные китайские образцы. Расписывался сервиз вручную, сложным подглазурным методом, по примеру восточных изделий. Рисунок же повторял китайские шинуазри с изображениями трех священных восточных фруктов - инжира, граната и цитрона, как символов изобилия, а также бамбука и лотоса, как символов мужского и женского начал. 
Европейцы тех давних времен приняли неизвестные им фрукты за луковицы, так и появилось название «Луковый сервиз». А лотос и бамбук, со временем, в рисунках европейцев стали больше похожи в ветку дерева и цветок хризантемы. 
Тем не менее, и сегодня Мейсенский луковичный декор содержит в себе множество знаков, которые могут развлечь в попытках их разгадать.
Для популярного сервиза на мануфактуре разработали особую форму, которая стала называться «новый вырез».
Узор сервиза был и остается одним из наиболее часто копируемых в мире.","https://empirehall.com.ua/image/cache/catalog/products/800101-00695-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/chaepitie/kofejniki1/kofejnik-lukovij-dekor-v-1-65-l","Кофейник 'New Cutout Onion Pattern', V 1,65 л","26480 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/800101-00695-1-600x600.jpg",""
"45571","Одним из первых изделий мейсенской мануфактуры стал, теперь уже известный на весь мир, «Луковый сервиз». Официальная дата запуска его в производство – 1739 год, но на самой мануфактуре рассказывают, что есть гораздо более ранние свидетельства о его продаже.
В те времена фарфора в Европе еще не было, и все, что могли делать первопроходцы – копировать драгоценные китайские образцы. Расписывался сервиз вручную, сложным подглазурным методом, по примеру восточных изделий. Рисунок же повторял китайские шинуазри с изображениями трех священных восточных фруктов - инжира, граната и цитрона, как символов изобилия, а также бамбука и лотоса, как символов мужского и женского начал. 
Европейцы тех давних времен приняли неизвестные им фрукты за луковицы, так и появилось название «Луковый сервиз». А лотос и бамбук, со временем, в рисунках европейцев стали больше похожи в ветку дерева и цветок хризантемы. 
Тем не менее, и сегодня Мейсенский луковичный декор содержит в себе множество знаков, которые могут развлечь в попытках их разгадать.
Для популярного сервиза на мануфактуре разработали особую форму, которая стала называться «новый вырез».
Узор сервиза был и остается одним из наиболее часто копируемых в мире.","https://empirehall.com.ua/image/cache/catalog/products/800101-00763-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/chaepitie/molochniki1/molochnik-lukovij-dekor-v-0-15-l","Молочник 'New Cutout Onion Pattern', V 0,15 л","5270 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/800101-00763-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/800101-00763-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/800101-00763-1_2-600x600.jpg",""
"45572","Одним из первых изделий мейсенской мануфактуры стал, теперь уже известный на весь мир, «Луковый сервиз». Официальная дата запуска его в производство – 1739 год, но на самой мануфактуре рассказывают, что есть гораздо более ранние свидетельства о его продаже.
В те времена фарфора в Европе еще не было, и все, что могли делать первопроходцы – копировать драгоценные китайские образцы. Расписывался сервиз вручную, сложным подглазурным методом, по примеру восточных изделий. Рисунок же повторял китайские шинуазри с изображениями трех священных восточных фруктов - инжира, граната и цитрона, как символов изобилия, а также бамбука и лотоса, как символов мужского и женского начал. 
Европейцы тех давних времен приняли неизвестные им фрукты за луковицы, так и появилось название «Луковый сервиз». А лотос и бамбук, со временем, в рисунках европейцев стали больше похожи в ветку дерева и цветок хризантемы. 
Тем не менее, и сегодня Мейсенский луковичный декор содержит в себе множество знаков, которые могут развлечь в попытках их разгадать.
Для популярного сервиза на мануфактуре разработали особую форму, которая стала называться «новый вырез».
Узор сервиза был и остается одним из наиболее часто копируемых в мире.","https://empirehall.com.ua/image/cache/catalog/products/800101-00822-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/chaepitie/saharnitsi1/saharnitsa-lukovij-dekor-d-18-sm","Сахарница 'New Cutout Onion Pattern', D 18 см","7310 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/800101-00822-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/800101-00822-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/800101-00822-1_2-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/800101-00822-1_3-600x600.jpg",""
"45573","Одним из первых изделий мейсенской мануфактуры стал, теперь уже известный на весь мир, «Луковый сервиз». Официальная дата запуска его в производство – 1739 год, но на самой мануфактуре рассказывают, что есть гораздо более ранние свидетельства о его продаже.
В те времена фарфора в Европе еще не было, и все, что могли делать первопроходцы – копировать драгоценные китайские образцы. Расписывался сервиз вручную, сложным подглазурным методом, по примеру восточных изделий. Рисунок же повторял китайские шинуазри с изображениями трех священных восточных фруктов - инжира, граната и цитрона, как символов изобилия, а также бамбука и лотоса, как символов мужского и женского начал. 
Европейцы тех давних времен приняли неизвестные им фрукты за луковицы, так и появилось название «Луковый сервиз». А лотос и бамбук, со временем, в рисунках европейцев стали больше похожи в ветку дерева и цветок хризантемы. 
Тем не менее, и сегодня Мейсенский луковичный декор содержит в себе множество знаков, которые могут развлечь в попытках их разгадать.
Для популярного сервиза на мануфактуре разработали особую форму, которая стала называться «новый вырез».
Узор сервиза был и остается одним из наиболее часто копируемых в мире.","https://empirehall.com.ua/image/cache/catalog/products/800101-53603-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/chaepitie/rozetki/rozetka-lukovij-dekor-d-8-sm","Розетка 'New Cutout Onion Pattern', D 8 см","4040 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/800101-53603-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/800101-53603-1_1-600x600.jpg",""
"45574","Одним из первых изделий мейсенской мануфактуры стал, теперь уже известный на весь мир, «Луковый сервиз». Официальная дата запуска его в производство – 1739 год, но на самой мануфактуре рассказывают, что есть гораздо более ранние свидетельства о его продаже.
В те времена фарфора в Европе еще не было, и все, что могли делать первопроходцы – копировать драгоценные китайские образцы. Расписывался сервиз вручную, сложным подглазурным методом, по примеру восточных изделий. Рисунок же повторял китайские шинуазри с изображениями трех священных восточных фруктов - инжира, граната и цитрона, как символов изобилия, а также бамбука и лотоса, как символов мужского и женского начал. 
Европейцы тех давних времен приняли неизвестные им фрукты за луковицы, так и появилось название «Луковый сервиз». А лотос и бамбук, со временем, в рисунках европейцев стали больше похожи в ветку дерева и цветок хризантемы. 
Тем не менее, и сегодня Мейсенский луковичный декор содержит в себе множество знаков, которые могут развлечь в попытках их разгадать.
Для популярного сервиза на мануфактуре разработали особую форму, которая стала называться «новый вырез».
Узор сервиза был и остается одним из наиболее часто копируемых в мире.","https://empirehall.com.ua/image/cache/catalog/products/800101-53631-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/chaepitie/blyuda-dlya-pirozhnih/blyudo-dlya-pirozhnih-lukovij-dekor-d-14-sm","Блюдо для пирожных 'New Cutout Onion Pattern', D 14 см","5270 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/800101-53631-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/800101-53631-1_1-600x600.jpg",""
"45575","Одним из первых изделий мейсенской мануфактуры стал, теперь уже известный на весь мир, «Луковый сервиз». Официальная дата запуска его в производство – 1739 год, но на самой мануфактуре рассказывают, что есть гораздо более ранние свидетельства о его продаже.
В те времена фарфора в Европе еще не было, и все, что могли делать первопроходцы – копировать драгоценные китайские образцы. Расписывался сервиз вручную, сложным подглазурным методом, по примеру восточных изделий. Рисунок же повторял китайские шинуазри с изображениями трех священных восточных фруктов - инжира, граната и цитрона, как символов изобилия, а также бамбука и лотоса, как символов мужского и женского начал. 
Европейцы тех давних времен приняли неизвестные им фрукты за луковицы, так и появилось название «Луковый сервиз». А лотос и бамбук, со временем, в рисунках европейцев стали больше похожи в ветку дерева и цветок хризантемы. 
Тем не менее, и сегодня Мейсенский луковичный декор содержит в себе множество знаков, которые могут развлечь в попытках их разгадать.
Для популярного сервиза на мануфактуре разработали особую форму, которая стала называться «новый вырез».
Узор сервиза был и остается одним из наиболее часто копируемых в мире.","https://empirehall.com.ua/image/cache/catalog/products/800101-54721-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/chaepitie/konfetnitsi1/konfetnitsa-na-nozhke-lukovij-dekor-d-15-sm","Конфетница на ножке 'New Cutout Onion Pattern', D 15 см","15060 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/800101-54721-1-600x600.jpg",""
"45576","Meissen бережет все достояния трехсотлетней фарфоровой мануфактуры, но секрет их успеха в том, что они не просто шагают в ногу со временем, а часто опережают его. Именно поэтому фарфор Meissen выбирают не только эстеты, а интеллектуалы, ведь каждый предмет мануфактуры несет историю, поданную нетривиально.
Пример тому последняя коллекция мануфактуры - Meissen Collage, которая собрала в себе все характерные декоры из богатого Мейсенского архива в новом ярком облике. Результатом явился виртуозный дизайн, который сочетает в себе традиции и современность. 
Коллекция создана, чтобы открыть в вас творческий потенциал: будь то в сочетании тарелок друг с другом, или с существующими столовыми сервизами, такими как «Луковый» или «Лебединый». 
Приобретая Meissen Collage, коллекционеры Мейсенского фарфора превращаются в дизайнеров, и могут придать жизни своего классического фарфора особую свежую ноту. 
Единственная коллекция мануфактуры, где рисунок нанесен методом деколь. Все предметы подходят для посудомоечных машин и микроволновых печей.","https://empirehall.com.ua/image/cache/catalog/products/79A520-41478-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/personalnie-tarelki/podstanovochnie-tarelki1/podstanovochnaya-tarelka-misticheskij-sad-d-33-sm","Подстановочная тарелка 'Meissen Collage', D 33 см","8360 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/79A520-41478-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A520-41478-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A520-41478-1_2-600x600.jpg",""
"45577","Meissen бережет все достояния трехсотлетней фарфоровой мануфактуры, но секрет их успеха в том, что они не просто шагают в ногу со временем, а часто опережают его. Именно поэтому фарфор Meissen выбирают не только эстеты, а интеллектуалы, ведь каждый предмет мануфактуры несет историю, поданную нетривиально.
Пример тому последняя коллекция мануфактуры - Meissen Collage, которая собрала в себе все характерные декоры из богатого Мейсенского архива в новом ярком облике. Результатом явился виртуозный дизайн, который сочетает в себе традиции и современность. 
Коллекция создана, чтобы открыть в вас творческий потенциал: будь то в сочетании тарелок друг с другом, или с существующими столовыми сервизами, такими как «Луковый» или «Лебединый». 
Приобретая Meissen Collage, коллекционеры Мейсенского фарфора превращаются в дизайнеров, и могут придать жизни своего классического фарфора особую свежую ноту. 
Единственная коллекция мануфактуры, где рисунок нанесен методом деколь. Все предметы подходят для посудомоечных машин и микроволновых печей.","https://empirehall.com.ua/image/cache/catalog/products/79A521-41479-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/personalnie-tarelki/obedennie-tarelki12/obedennaya-tarelka-misticheskij-sad-d-29-sm","Обеденная тарелка 'Meissen Collage', D 29 см","4950 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/79A521-41479-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A521-41479-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A521-41479-1_2-600x600.jpg",""
"45578","Meissen бережет все достояния трехсотлетней фарфоровой мануфактуры, но секрет их успеха в том, что они не просто шагают в ногу со временем, а часто опережают его. Именно поэтому фарфор Meissen выбирают не только эстеты, а интеллектуалы, ведь каждый предмет мануфактуры несет историю, поданную нетривиально.
Пример тому последняя коллекция мануфактуры - Meissen Collage, которая собрала в себе все характерные декоры из богатого Мейсенского архива в новом ярком облике. Результатом явился виртуозный дизайн, который сочетает в себе традиции и современность. 
Коллекция создана, чтобы открыть в вас творческий потенциал: будь то в сочетании тарелок друг с другом, или с существующими столовыми сервизами, такими как «Луковый» или «Лебединый». 
Приобретая Meissen Collage, коллекционеры Мейсенского фарфора превращаются в дизайнеров, и могут придать жизни своего классического фарфора особую свежую ноту. 
Единственная коллекция мануфактуры, где рисунок нанесен методом деколь. Все предметы подходят для посудомоечных машин и микроволновых печей.","https://empirehall.com.ua/image/cache/catalog/products/79A522-41473-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/personalnie-tarelki/salatnie-desertnie-tarelki12/salatnaya-desertnaya-tarelka-misticheskij-sad-d-22-sm","Салатная/десертная тарелка 'Meissen Collage', D 22 см","3740 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/79A522-41473-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A522-41473-1_1-600x600.jpg",""
"45579","Meissen бережет все достояния трехсотлетней фарфоровой мануфактуры, но секрет их успеха в том, что они не просто шагают в ногу со временем, а часто опережают его. Именно поэтому фарфор Meissen выбирают не только эстеты, а интеллектуалы, ведь каждый предмет мануфактуры несет историю, поданную нетривиально.
Пример тому последняя коллекция мануфактуры - Meissen Collage, которая собрала в себе все характерные декоры из богатого Мейсенского архива в новом ярком облике. Результатом явился виртуозный дизайн, который сочетает в себе традиции и современность. 
Коллекция создана, чтобы открыть в вас творческий потенциал: будь то в сочетании тарелок друг с другом, или с существующими столовыми сервизами, такими как «Луковый» или «Лебединый». 
Приобретая Meissen Collage, коллекционеры Мейсенского фарфора превращаются в дизайнеров, и могут придать жизни своего классического фарфора особую свежую ноту. 
Единственная коллекция мануфактуры, где рисунок нанесен методом деколь. Все предметы подходят для посудомоечных машин и микроволновых печей.","https://empirehall.com.ua/image/cache/catalog/products/79A523-41501-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/personalnie-tarelki/pirozhkovie-tarelki12/pirozhkovaya-tarelka-misticheskij-sad-d-17-sm","Пирожковая тарелка 'Meissen Collage', D 17 см","2900 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/79A523-41501-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A523-41501-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A523-41501-1_2-600x600.jpg",""
"45580","Meissen бережет все достояния трехсотлетней фарфоровой мануфактуры, но секрет их успеха в том, что они не просто шагают в ногу со временем, а часто опережают его. Именно поэтому фарфор Meissen выбирают не только эстеты, а интеллектуалы, ведь каждый предмет мануфактуры несет историю, поданную нетривиально.
Пример тому последняя коллекция мануфактуры - Meissen Collage, которая собрала в себе все характерные декоры из богатого Мейсенского архива в новом ярком облике. Результатом явился виртуозный дизайн, который сочетает в себе традиции и современность. 
Коллекция создана, чтобы открыть в вас творческий потенциал: будь то в сочетании тарелок друг с другом, или с существующими столовыми сервизами, такими как «Луковый» или «Лебединый». 
Приобретая Meissen Collage, коллекционеры Мейсенского фарфора превращаются в дизайнеров, и могут придать жизни своего классического фарфора особую свежую ноту. 
Единственная коллекция мануфактуры, где рисунок нанесен методом деколь. Все предметы подходят для посудомоечных машин и микроволновых печей.","https://empirehall.com.ua/image/cache/catalog/products/79A530-41478-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/personalnie-tarelki/podstanovochnie-tarelki1/podstanovochnaya-tarelka-lyubov-k-ptitsam-d-33-sm","Подстановочная тарелка 'Meissen Collage', D 33 см","8120 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/79A530-41478-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A530-41478-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A530-41478-1_2-600x600.jpg",""
"45581","Meissen бережет все достояния трехсотлетней фарфоровой мануфактуры, но секрет их успеха в том, что они не просто шагают в ногу со временем, а часто опережают его. Именно поэтому фарфор Meissen выбирают не только эстеты, а интеллектуалы, ведь каждый предмет мануфактуры несет историю, поданную нетривиально.
Пример тому последняя коллекция мануфактуры - Meissen Collage, которая собрала в себе все характерные декоры из богатого Мейсенского архива в новом ярком облике. Результатом явился виртуозный дизайн, который сочетает в себе традиции и современность. 
Коллекция создана, чтобы открыть в вас творческий потенциал: будь то в сочетании тарелок друг с другом, или с существующими столовыми сервизами, такими как «Луковый» или «Лебединый». 
Приобретая Meissen Collage, коллекционеры Мейсенского фарфора превращаются в дизайнеров, и могут придать жизни своего классического фарфора особую свежую ноту. 
Единственная коллекция мануфактуры, где рисунок нанесен методом деколь. Все предметы подходят для посудомоечных машин и микроволновых печей.","https://empirehall.com.ua/image/cache/catalog/products/79A531-41479-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/personalnie-tarelki/obedennie-tarelki12/obedennaya-tarelka-lyubov-k-ptitsam-d-29-sm","Обеденная тарелка 'Meissen Collage', D 29 см","5270 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/79A531-41479-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A531-41479-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A531-41479-1_2-600x600.jpg",""
"45582","Meissen бережет все достояния трехсотлетней фарфоровой мануфактуры, но секрет их успеха в том, что они не просто шагают в ногу со временем, а часто опережают его. Именно поэтому фарфор Meissen выбирают не только эстеты, а интеллектуалы, ведь каждый предмет мануфактуры несет историю, поданную нетривиально.
Пример тому последняя коллекция мануфактуры - Meissen Collage, которая собрала в себе все характерные декоры из богатого Мейсенского архива в новом ярком облике. Результатом явился виртуозный дизайн, который сочетает в себе традиции и современность. 
Коллекция создана, чтобы открыть в вас творческий потенциал: будь то в сочетании тарелок друг с другом, или с существующими столовыми сервизами, такими как «Луковый» или «Лебединый». 
Приобретая Meissen Collage, коллекционеры Мейсенского фарфора превращаются в дизайнеров, и могут придать жизни своего классического фарфора особую свежую ноту. 
Единственная коллекция мануфактуры, где рисунок нанесен методом деколь. Все предметы подходят для посудомоечных машин и микроволновых печей.","https://empirehall.com.ua/image/cache/catalog/products/79A532-41473-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/personalnie-tarelki/salatnie-desertnie-tarelki12/salatnaya-desertnaya-tarelka-lyubov-k-ptitsam-i-d-22-sm","Салатная/десертная тарелка 'Meissen Collage', D 22 см","3640 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/79A532-41473-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A532-41473-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A532-41473-1_2-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A532-41473-1_3-600x600.jpg",""
"45583","Meissen бережет все достояния трехсотлетней фарфоровой мануфактуры, но секрет их успеха в том, что они не просто шагают в ногу со временем, а часто опережают его. Именно поэтому фарфор Meissen выбирают не только эстеты, а интеллектуалы, ведь каждый предмет мануфактуры несет историю, поданную нетривиально.
Пример тому последняя коллекция мануфактуры - Meissen Collage, которая собрала в себе все характерные декоры из богатого Мейсенского архива в новом ярком облике. Результатом явился виртуозный дизайн, который сочетает в себе традиции и современность. 
Коллекция создана, чтобы открыть в вас творческий потенциал: будь то в сочетании тарелок друг с другом, или с существующими столовыми сервизами, такими как «Луковый» или «Лебединый». 
Приобретая Meissen Collage, коллекционеры Мейсенского фарфора превращаются в дизайнеров, и могут придать жизни своего классического фарфора особую свежую ноту. 
Единственная коллекция мануфактуры, где рисунок нанесен методом деколь. Все предметы подходят для посудомоечных машин и микроволновых печей.","https://empirehall.com.ua/image/cache/catalog/products/79A533-41501-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/personalnie-tarelki/pirozhkovie-tarelki12/pirozhkovaya-tarelka-lyubov-k-ptitsam-d-17-sm","Пирожковая тарелка 'Meissen Collage', D 17 см","2820 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/79A533-41501-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A533-41501-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A533-41501-1_2-600x600.jpg",""
"45584","Meissen бережет все достояния трехсотлетней фарфоровой мануфактуры, но секрет их успеха в том, что они не просто шагают в ногу со временем, а часто опережают его. Именно поэтому фарфор Meissen выбирают не только эстеты, а интеллектуалы, ведь каждый предмет мануфактуры несет историю, поданную нетривиально.
Пример тому последняя коллекция мануфактуры - Meissen Collage, которая собрала в себе все характерные декоры из богатого Мейсенского архива в новом ярком облике. Результатом явился виртуозный дизайн, который сочетает в себе традиции и современность. 
Коллекция создана, чтобы открыть в вас творческий потенциал: будь то в сочетании тарелок друг с другом, или с существующими столовыми сервизами, такими как «Луковый» или «Лебединый». 
Приобретая Meissen Collage, коллекционеры Мейсенского фарфора превращаются в дизайнеров, и могут придать жизни своего классического фарфора особую свежую ноту. 
Единственная коллекция мануфактуры, где рисунок нанесен методом деколь. Все предметы подходят для посудомоечных машин и микроволновых печей.","https://empirehall.com.ua/image/cache/catalog/products/79A540-41478-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/personalnie-tarelki/podstanovochnie-tarelki1/podstanovochnaya-tarelka-tsvetuschie-perya-d-33-sm","Подстановочная тарелка 'Meissen Collage', D 33 см","8120 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/79A540-41478-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A540-41478-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A540-41478-1_2-600x600.jpg",""
"45585","Meissen бережет все достояния трехсотлетней фарфоровой мануфактуры, но секрет их успеха в том, что они не просто шагают в ногу со временем, а часто опережают его. Именно поэтому фарфор Meissen выбирают не только эстеты, а интеллектуалы, ведь каждый предмет мануфактуры несет историю, поданную нетривиально.
Пример тому последняя коллекция мануфактуры - Meissen Collage, которая собрала в себе все характерные декоры из богатого Мейсенского архива в новом ярком облике. Результатом явился виртуозный дизайн, который сочетает в себе традиции и современность. 
Коллекция создана, чтобы открыть в вас творческий потенциал: будь то в сочетании тарелок друг с другом, или с существующими столовыми сервизами, такими как «Луковый» или «Лебединый». 
Приобретая Meissen Collage, коллекционеры Мейсенского фарфора превращаются в дизайнеров, и могут придать жизни своего классического фарфора особую свежую ноту. 
Единственная коллекция мануфактуры, где рисунок нанесен методом деколь. Все предметы подходят для посудомоечных машин и микроволновых печей.","https://empirehall.com.ua/image/cache/catalog/products/79A541-41479-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/personalnie-tarelki/obedennie-tarelki12/tarelka-obedennaya-obedennaya-tarelka-tsvetuschie-perya-d-29-sm","Обеденная тарелка Обеденная тарелка 'Meissen Collage', D 29 см","5270 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/79A541-41479-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A541-41479-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A541-41479-1_2-600x600.jpg",""
"45586","Meissen бережет все достояния трехсотлетней фарфоровой мануфактуры, но секрет их успеха в том, что они не просто шагают в ногу со временем, а часто опережают его. Именно поэтому фарфор Meissen выбирают не только эстеты, а интеллектуалы, ведь каждый предмет мануфактуры несет историю, поданную нетривиально.
Пример тому последняя коллекция мануфактуры - Meissen Collage, которая собрала в себе все характерные декоры из богатого Мейсенского архива в новом ярком облике. Результатом явился виртуозный дизайн, который сочетает в себе традиции и современность. 
Коллекция создана, чтобы открыть в вас творческий потенциал: будь то в сочетании тарелок друг с другом, или с существующими столовыми сервизами, такими как «Луковый» или «Лебединый». 
Приобретая Meissen Collage, коллекционеры Мейсенского фарфора превращаются в дизайнеров, и могут придать жизни своего классического фарфора особую свежую ноту. 
Единственная коллекция мануфактуры, где рисунок нанесен методом деколь. Все предметы подходят для посудомоечных машин и микроволновых печей.","https://empirehall.com.ua/image/cache/catalog/products/79A542-41473-1-600x600.jpg","https://empirehall.com.ua/magazin/posuda/personalnie-tarelki/salatnie-desertnie-tarelki12/salatnaya-desertnaya-tarelka-tsvetuschie-perya-d-22-sm","Салатная/десертная тарелка 'Meissen Collage', D 22 см","3640 UAH","MEISSEN","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/79A542-41473-1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A542-41473-1_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/79A542-41473-1_2-600x600.jpg",""
